oracle,h0,h1,h2,h3,h4,h5
Random,4180.338713549418,5000.7030532382805,31360.40995489199,52677.501076360866,40453.241803620906,54495.98441933334
InterleavedRandom,4765.416969514141,5921.210859744446,27317.294327871412,28335.324932670177,48261.11791673845,54798.73003545693
InterleavedNewFirst,3291.113233475195,3292.3376430061903,28992.261003412616,38624.99556742154,49925.60548955705,49449.53998365966
InterleavedOldFirst,6421.619746259938,6910.701400404705,20347.05731836097,26107.500314511577,49091.67829113199,51310.68627852617
StochasticLinear,3257.416994593518,4396.989340699181,14227.999436517966,23313.284431389948,58849.508408227164,73454.40959839571
StochasticSquare,5853.310248246048,6420.865319323315,23847.293777608298,23391.393629210437,68591.93076093004,63382.7945205339
StochasticExponential,4735.718478987346,5715.252931119206,26505.24027047398,33095.19153969182,84057.98993460143,95369.79138642382
