oracle,h0,h1,h2,h3,h4,h5
Random,5122.8,8504.2,37751.833333333336,53224.5,105644.66666666667,153870.36666666667
InterleavedRandom,4693.2,7059.433333333333,38224.26666666667,45421.4,117042.6,156325.96666666667
InterleavedNewFirst,4404.533333333334,6599.666666666667,36176.1,46862.5,121715.96666666666,154688.73333333334
InterleavedOldFirst,6066.033333333334,8767.433333333332,31571.5,45649.833333333336,112904.6,137509.4
StochasticLinear,4557.3,8712.066666666668,29919.633333333335,46285.76666666667,120902.9,178406.46666666667
StochasticSquare,5495.933333333333,9233.866666666667,35532.13333333333,53250.5,133853.23333333334,168755.63333333333
StochasticExponential,4308.766666666666,8510.0,41810.933333333334,55289.13333333333,139984.23333333334,192272.9
