oracle,h0,h1,h2,h3,h4,h5
Random,0.0,0.0,0.1,0.1,0.5666666666666667,0.6
InterleavedRandom,0.0,0.0,0.0,0.0,0.43333333333333335,0.5
InterleavedNewFirst,0.0,0.0,0.03333333333333333,0.03333333333333333,0.36666666666666664,0.36666666666666664
InterleavedOldFirst,0.0,0.0,0.0,0.0,0.2,0.2
StochasticLinear,0.0,0.0,0.0,0.0,0.03333333333333333,0.06666666666666667
StochasticSquare,0.0,0.0,0.0,0.0,0.1,0.1
StochasticExponential,0.0,0.0,0.0,0.0,0.13333333333333333,0.13333333333333333
