oracle,h0,h1,h2,h3,h4,h5
Random,3536.369607628284,6581.572170465594,26929.676905374985,38615.55260628542,97524.39897909055,142047.29798206675
InterleavedRandom,2113.7618000515986,4983.233473915611,29371.03045676636,38485.16964087053,105157.57627490324,143789.94957752497
InterleavedNewFirst,2806.726205496397,5712.853319432635,26450.52615515168,35045.658765193075,108675.48049199385,145108.44567878352
InterleavedOldFirst,3027.9673733302648,6307.70874543542,26006.43279496799,38257.45426809985,99810.85848767156,126616.72578960347
StochasticLinear,3189.252717439125,7613.199718594087,26244.79085034556,40983.67558409772,106566.35095784623,162856.571808656
StochasticSquare,3036.646944628666,7136.6103588356955,28030.45746324277,48475.97679799475,116188.90279982076,153843.57692270773
StochasticExponential,1995.7049089757284,5903.565050361301,32186.657813275357,46281.62227161408,112423.67779607675,167573.14014467617
