oracle,h0,h1,h2,h3,h4,h5,h6
Random,0.0,29.129709919599264,43.75557107386441,60.19709295306543,576.7928115883553,1085.0068156467958,11075.734345405726
InterleavedRandom,0.0,22.865038814749468,44.83982604783386,49.5797085509788,680.8230515339503,877.4111279782129,10792.30906838291
InterleavedNewFirst,0.0,13.35093629675462,45.1744120050278,64.59123392535554,766.6056091628864,1404.5078889062886,10391.741160532243
InterleavedOldFirst,0.43588989435406744,32.69801217199603,55.56750399289138,60.87649382150716,904.2164232085148,1124.114669417671,11519.216604873789
StochasticLinear,0.0,12.483088560128058,30.501803225383252,43.2393339449164,745.8615890364646,1228.3584004678764,8609.500551135356
StochasticSquare,0.0,27.699232841362235,62.44997998398398,97.21877390710088,620.4643341885172,989.890771752116,11379.989653334489
StochasticExponential,0.2179449471770337,31.249759999078393,40.30170591922878,59.88580800156244,839.9164407844389,1012.0564411138342,13105.45979840082
