oracle,h0,h1,h2,h3,h4,h5,h6
Random,0.0,0.0,0.0,0.0,0.0,0.0,0.0
InterleavedRandom,0.0,0.0,0.0,0.0,0.0,0.0,0.0
InterleavedNewFirst,0.0,0.0,0.0,0.0,0.0,0.0,0.0
InterleavedOldFirst,0.0,0.0,0.0,0.0,0.0,0.0,0.0
StochasticLinear,0.0,0.0,0.0,0.0,0.0,0.0,0.0
StochasticSquare,0.0,0.0,0.0,0.0,0.0,0.0,0.0
StochasticExponential,0.0,0.0,0.0,0.0,0.0,0.0,0.0
