oracle,h0,h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,h11,h12
Random,0.0,36.87825315217027,50.37769568194065,80.59098378023852,106.8642388994352,132.57965739718728,289.68570133086575,346.3892223111644,814.1475268988759,1045.2675601118701,4538.9697706515835,54493.98979577677,61928.501461362684
InterleavedRandom,0.2494438257849295,57.448953186478704,75.09830594331376,111.64268399178196,119.09483149527895,154.45359245489314,338.4270412100992,513.3041387802059,584.4926052188817,673.8999505366753,2936.8569699973855,65952.0850147708,97804.32285631461
InterleavedNewFirst,0.17950549357115012,32.78585399562168,47.759117803130884,119.51383462455996,182.93338192419182,182.11522603987717,334.1197323648448,608.6376553874691,631.2623296925684,759.4596361156325,3179.9152043201825,55744.23698328723,70991.07896380752
InterleavedOldFirst,0.17950549357115003,40.43388293113696,46.76603705919737,76.78545145765281,104.30180567308827,147.5769065041456,271.61310105859525,378.7375945896519,551.5938683085187,763.9656834934116,2738.318848409651,61435.64006565461,83473.69858821134
StochasticLinear,0.0,34.25823501972433,55.181881084283454,63.071247190952406,84.53588324229868,93.49847889434115,301.2683115688664,659.7143194848308,862.8032484614065,877.0494449510181,2687.271420977047,79882.06081006062,105049.87824385562
StochasticSquare,0.17950549357115012,21.430404154430274,51.88753864529196,58.91051594485393,91.26932063343568,139.8782168729483,345.6306056406978,555.2380960753084,642.8832181836933,992.0471337368782,4019.6681495146113,70242.71132270989,93535.91308357923
StochasticExponential,0.17950549357115012,26.909643046478504,38.92244425349809,77.80332040900738,97.05021037243213,152.90287767076197,406.2026163819671,491.46087896754875,653.3567036636437,679.9045692840527,4066.0520941353197,71911.46196663567,100540.79816561479
