oracle,h0,h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,h11,h12
Random,1.0,40.166666666666664,79.56666666666666,161.6,229.03333333333333,312.03333333333336,597.8333333333334,858.8,1356.2666666666667,1745.1666666666667,5463.233333333334,77520.26666666666,170712.5
InterleavedRandom,1.0666666666666667,43.13333333333333,90.33333333333333,165.33333333333334,261.56666666666666,372.23333333333335,742.9333333333333,1042.1666666666667,1384.8333333333333,1778.7,5013.066666666667,70066.26666666666,183051.13333333333
InterleavedNewFirst,1.0333333333333334,47.43333333333333,90.0,182.9,274.3333333333333,358.3333333333333,667.9333333333333,1105.7333333333333,1389.2666666666667,2007.8333333333333,5506.4,91878.13333333333,202465.76666666666
InterleavedOldFirst,1.0333333333333334,49.36666666666667,81.26666666666667,149.16666666666666,220.0,311.3,677.3,970.3666666666667,1365.7333333333333,1729.0333333333333,4690.866666666667,81297.3,204037.73333333334
StochasticLinear,1.0,34.8,75.4,133.86666666666667,208.53333333333333,281.6333333333333,593.7333333333333,1166.5,1698.4333333333334,2121.266666666667,5560.1,125147.06666666667,241717.86666666667
StochasticSquare,1.0333333333333334,30.733333333333334,68.5,125.53333333333333,206.33333333333334,324.46666666666664,648.1333333333333,1090.7,1466.9666666666667,2055.4666666666667,5760.966666666666,123046.63333333333,232743.23333333334
StochasticExponential,1.0333333333333334,29.733333333333334,62.9,136.9,209.3,312.9,579.0333333333333,839.2666666666667,1135.5333333333333,1638.1,6014.966666666666,98270.76666666666,221640.56666666668
