oracle,h0,h1,h2,h3,h4,h5
Random,0.615539510420646,1.0049875621120892,1.0796089827134432,1.671991493864594,1.839081896551163,4.3772137256478585
InterleavedRandom,0.615539510420646,1.0857664983268218,1.3747727084867523,1.8681541692269403,2.8087165910587863,3.8935844667863577
InterleavedNewFirst,0.2494438257849295,0.6046119049072352,0.9285592184789412,1.7962924780409972,2.217105219775452,5.072803301265814
InterleavedOldFirst,0.4533823502911814,0.7571877794400366,0.8459051693633014,1.5849991237291654,2.08806130178211,5.44303836718672
StochasticLinear,0.47609522856952335,0.8034647195462634,0.9910712498212335,2.4812631191928567,2.707192067232927,5.5598760977401485
StochasticSquare,0.3726779962499649,1.0159833769418778,1.1100550536897806,2.034425935955617,3.099283071220755,7.821906559287333
StochasticExponential,0.30000000000000004,0.7608474807008886,0.9826268648655784,1.3097921802925667,2.5124136248281697,5.696392620675728
