oracle,h0,h1,h2,h3,h4,h5
Random,1.148698354997035,2.5542263042648807,3.8362970383260815,5.848757129857077,7.656902011796185,12.59933600701543
InterleavedRandom,1.148698354997035,2.4185360081905913,3.717927514259137,5.620172520774361,7.8883253159244555,13.254620124937903
InterleavedNewFirst,1.0472941228206267,2.3024309920587553,3.6315058726146208,5.5417372035284815,7.578927428552474,12.109548754724898
InterleavedOldFirst,1.111749752379501,2.3105313853125575,3.447930823916189,5.359002890560858,7.929990051294045,13.009784949953211
StochasticLinear,1.1377356710190607,2.332794575299108,3.749232531390901,5.722909840703005,8.352951824050228,14.45488491541245
StochasticSquare,1.122462048309373,2.486107798198592,3.8280529446159024,5.86581001518746,8.3370239036943,12.457333920329388
StochasticExponential,1.0717734625362931,2.4720680141437303,3.8534106329755486,5.7190571956623995,8.220158230220257,12.891496900666663
