oracle,h0,h1,h2,h3,h4,h5,h6
Random,0.0,15.45516813956491,28.86012242986274,64.7868728130081,118.70111859437364,566.9766416901336,1124.4271232745837
InterleavedRandom,0.0,19.349303748599212,35.889041967337796,52.72428283058955,118.12048462857274,697.6738246168875,1121.1790961106772
InterleavedNewFirst,0.0,15.465409431660351,22.436478234240674,85.94474323010623,96.72750384456326,432.5317470686079,1195.192257895496
InterleavedOldFirst,0.17950549357115006,18.96909767665997,30.91342750327113,64.98225398778757,134.3179023395202,645.0770289921456,854.54681686975
StochasticLinear,0.0,12.78579941445456,21.04136138392402,53.40417170554707,154.41877044798238,489.0600747011216,1444.0748272394567
StochasticSquare,0.17950549357115014,13.859974346617273,23.493828976988834,108.60051667566881,232.06214684864054,452.1922513956008,1092.6165582368471
StochasticExponential,0.0,9.016035098028896,27.086466485436354,47.59435073853012,135.4282466843605,471.4205305952072,1096.150399757665
