oracle,h0,h1,h2,h3,h4,h5,h6
Random,1.0,15.309879934855772,36.56476772992981,96.32812223077569,185.74685289612006,656.670168707565,1464.8441776120574
InterleavedRandom,1.0,13.355873226840744,36.50182903885311,95.22013712850497,176.47322313443635,614.7600280419387,1460.5922142093864
InterleavedNewFirst,1.0,17.429406813098787,45.109423508066534,101.02164920420687,163.1783153107201,625.6672516734009,1695.969529480173
InterleavedOldFirst,1.023373891996775,19.207152220534617,45.74993407371804,94.99696653187833,171.00828979091307,599.291435769675,1330.7318763226303
StochasticLinear,1.0,10.860743663503428,28.47177348250938,62.73842986962179,170.12912357942076,577.4105500463417,1405.694300784164
StochasticSquare,1.023373891996775,15.072587454111249,40.012981904901864,112.42334719691478,195.4127229708119,718.996151023856,1374.5813069519493
StochasticExponential,1.0,9.150437662031727,25.357181984118327,67.66879526389017,175.14878907112097,555.3662327719917,1595.9518685961946
