oracle,h0,h1,h2,h3,h4,h5,h6,h7,h8,h9
Random,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667
InterleavedRandom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
InterleavedNewFirst,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13333333333333333
InterleavedOldFirst,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23333333333333334
StochasticLinear,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333
StochasticSquare,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26666666666666666
StochasticExponential,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13333333333333333
