oracle,h0,h1,h2,h3,h4,h5,h6,h7,h8,h9
Random,1.0,38.0,63.5,163.0,211.0,293.0,446.5,3606.0,18272.0,65689.5
InterleavedRandom,1.0,22.0,67.0,106.5,187.0,249.5,493.5,1975.0,14628.0,77538.5
InterleavedNewFirst,1.0,53.5,77.0,179.0,245.5,357.5,600.0,4713.5,18036.0,94731.5
InterleavedOldFirst,1.0,24.5,77.0,186.5,254.0,388.0,574.0,3545.5,17227.5,92095.0
StochasticLinear,1.0,30.0,71.5,154.0,217.5,315.5,670.5,3851.0,25701.0,158814.0
StochasticSquare,1.0,36.5,68.0,169.5,250.5,331.0,564.0,3636.5,16750.0,150498.5
StochasticExponential,1.0,11.0,53.5,130.5,212.5,353.5,627.5,4059.0,17539.0,87445.5
