oracle,h0,h1
Random,787.9810298287222,3199.600309050045
InterleavedRandom,470.72151966593157,2344.4976392075464
InterleavedNewFirst,688.6558418582633,2798.883890344741
InterleavedOldFirst,552.9771844953323,2396.067198187182
StochasticLinear,640.3045059947308,2206.6861184102327
StochasticSquare,417.48519909388204,2243.1786384782663
StochasticExponential,619.1482860357418,2611.568602373245
