oracle,h0,h1
Random,1394.678185102212,2135.175277738731
InterleavedRandom,767.6625423250041,2631.3709947900206
InterleavedNewFirst,1137.0120003275642,3233.6426099507175
InterleavedOldFirst,1206.6699820396443,2119.8788752085707
StochasticLinear,900.207455102557,1858.536296539714
StochasticSquare,989.6488602866507,2273.0698332138118
StochasticExponential,1759.1221977641762,2369.32290116818
