oracle,h0,h1
Random,1.2666666666666666,70.1
InterleavedRandom,1.2666666666666666,63.86666666666667
InterleavedNewFirst,1.3333333333333333,66.3
InterleavedOldFirst,1.4666666666666666,68.43333333333334
StochasticLinear,1.3,78.13333333333334
StochasticSquare,1.2,77.76666666666667
StochasticExponential,1.3666666666666667,78.6
