oracle,h0,h1
Random,1.1915438815816444,39.124470209469386
InterleavedRandom,1.1915438815816444,33.50109995641932
InterleavedNewFirst,1.2311444133449163,27.83320083550757
InterleavedOldFirst,1.3120562603901722,43.22551243992435
StochasticLinear,1.2193948995791517,44.97921410118682
StochasticSquare,1.1377356710190607,48.89445468627086
StochasticExponential,1.247896904263333,46.98496640881707
