oracle,h0,h1
Random,955.3333333333334,3593.633333333333
InterleavedRandom,860.9,3109.4
InterleavedNewFirst,740.2666666666667,3121.6666666666665
InterleavedOldFirst,979.0333333333333,2767.1
StochasticLinear,744.4666666666667,2465.5666666666666
StochasticSquare,1004.9666666666667,3317.5
StochasticExponential,1094.0,2735.366666666667
