oracle,h0,h1
Random,877.8414022475814,1899.2546821055882
InterleavedRandom,601.1702649832242,1840.1637556206788
InterleavedNewFirst,883.3224142406893,2970.4147433481407
InterleavedOldFirst,1002.8030265211607,3138.92513290776
StochasticLinear,1573.5230026917309,2085.284323539598
StochasticSquare,1650.5911486494767,3691.895115993952
StochasticExponential,1244.7576430775591,2078.561239776206
