oracle,h0,h1
Random,392.04901762690616,1350.7372209278901
InterleavedRandom,921.8661001830293,2353.282182871876
InterleavedNewFirst,1111.655264309339,1847.3678452207494
InterleavedOldFirst,651.4736082315401,3102.906246300932
StochasticLinear,1234.2928861858068,1799.8062438928127
StochasticSquare,961.1520980342057,3358.5419984802265
StochasticExponential,952.7060756952623,2950.834995951711
