oracle,h0,h1,h2,h3,h4
Random,0.39581140290126365,0.5859465277082315,2.1779194965226174,4.2922410618851945,10.180864403379509
InterleavedRandom,0.39581140290126404,0.5120763831912403,1.384035966135113,3.757067414294765,6.173779681488121
InterleavedNewFirst,0.30000000000000004,0.6574360974438673,1.2041594578792296,4.48998886412873,7.710382610480495
InterleavedOldFirst,0.3000000000000001,0.6574360974438673,1.1160446028522137,3.135637450698378,8.66410218468519
StochasticLinear,0.3590109871423002,0.5259911279353167,1.787611690372256,5.959492894161009,10.094883192324055
StochasticSquare,0.2494438257849295,0.458257569495584,1.7575235101952091,3.843609414773221,10.861808730082153
StochasticExponential,0.4268749491621899,0.5734883511361751,1.6683325008322931,3.312602199681292,7.837871026128347
