oracle,h0,h1,h2,h3,h4
Random,1.0666666666666667,2.2,4.8,10.6,18.366666666666667
InterleavedRandom,1.0,2.1666666666666665,4.566666666666666,10.033333333333333,19.233333333333334
InterleavedNewFirst,1.0666666666666667,2.1333333333333333,4.9,8.533333333333333,18.333333333333332
InterleavedOldFirst,1.0333333333333334,2.2666666666666666,4.9,9.933333333333334,20.2
StochasticLinear,1.0333333333333334,2.1,4.566666666666666,10.433333333333334,17.033333333333335
StochasticSquare,1.0,2.1666666666666665,4.9,11.2,19.066666666666666
StochasticExponential,1.0,2.1666666666666665,4.933333333333334,10.933333333333334,21.466666666666665
