oracle,h0,h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,h11,h12,h13,h14,h15,h16,h17
Random,0.24944382578492943,26.43978483691239,32.51408241909274,32.411314896704404,33.1679396740621,44.03444358933381,57.085364927351456,65.16271087737901,157.78561052544967,201.59310228499604,430.86851435985284,618.8176863090525,799.9066813628255,941.060569546698,1186.7956151849494,2121.1526174857545,7150.323653980054,9801.948696050187
InterleavedRandom,0.0,18.584372168273234,25.066156909710397,34.124624540059045,37.29694655360171,62.93630819240107,78.87419659742272,94.42024265072729,218.79722728285807,313.0974661879801,422.85642953607794,621.6584530288495,793.9968408837237,891.0589237281424,1096.278251884783,2765.42767458007,6007.432613021972,10023.707026012547
InterleavedNewFirst,0.1795054935711501,7.051871304050358,16.212615115671156,22.48567445187169,35.023309698288394,49.82668852019857,62.64794933240477,98.80333440167335,142.90783354627166,267.04885944960205,398.22507454955667,541.8888200852028,659.4850053050656,688.0986718648876,788.782105527249,2855.689844659061,8771.154221778466,11018.016475300807
InterleavedOldFirst,0.17950549357115,13.382451195502266,23.140056659874933,27.512037769351473,31.058528977113877,43.785639452019225,59.06685477772905,75.65885422224041,174.09249138189608,217.54805344005163,439.1280058884375,620.9468298941187,687.7062236158692,908.900996931031,1053.3514112372734,2689.418802145425,5002.725075618509,7082.814449700691
StochasticLinear,0.17950549357115,15.779170517559608,23.49572065055441,31.099285450883844,37.94709767850794,65.66041425394756,73.57648325986293,111.30191173360662,229.64082099371325,350.1482479687076,755.89314647567,716.0352598394392,976.2766576243756,933.6158858021977,1139.55094908282,3524.2016377235473,15249.177703294912,19286.143536631564
StochasticSquare,0.17950549357115,12.575991235507265,27.492544443903334,28.90023067958685,38.8876444245327,65.31242012222654,62.91653200868592,74.90664560341463,143.71887682401209,334.87076943534834,581.699148090221,854.0840682014594,1071.1163983848296,1058.6699307254466,1470.527420122907,4272.37620963635,13643.53781522797,19746.57795582707
StochasticExponential,0.1795054935711501,16.61675860890645,32.95350259582938,42.1705663545875,42.55501015026185,65.89150172821986,73.5342777213457,90.16259386981574,136.48459823568209,276.55788222761294,474.0822713411671,560.200674361925,680.3911464901804,764.5519973596738,1054.3710521232815,2623.294485311679,6569.1880198392855,11318.220868287264
