oracle,h0,h1,h2,h3,h4,h5,h6,h7,h8,h9
Random,1.0,45.53333333333333,131.8,312.03333333333336,587.9666666666667,1353.8333333333333,3242.5,5904.5,33666.566666666666,192657.46666666667
InterleavedRandom,1.0,52.36666666666667,128.4,261.6333333333333,574.9666666666667,1804.7333333333333,3106.6666666666665,5581.133333333333,29209.466666666667,206405.33333333334
InterleavedNewFirst,1.0,41.2,145.03333333333333,270.4,569.2666666666667,1365.3,2811.266666666667,5667.566666666667,30007.766666666666,205240.96666666667
InterleavedOldFirst,1.0333333333333334,42.43333333333333,139.66666666666666,306.06666666666666,609.3,1649.3666666666666,3616.0666666666666,6599.166666666667,32503.3,187504.46666666667
StochasticLinear,1.0333333333333334,30.6,105.0,279.8333333333333,584.2333333333333,1173.0666666666666,3305.366666666667,5953.766666666666,34852.166666666664,222501.76666666666
StochasticSquare,1.0,33.93333333333333,124.6,278.1666666666667,593.3666666666667,1478.9333333333334,4706.733333333334,7159.9,33773.4,206720.36666666667
StochasticExponential,1.0,46.53333333333333,132.56666666666666,266.8666666666667,508.2,1266.4333333333334,3567.9333333333334,7068.433333333333,41706.26666666667,226417.46666666667
