oracle,h0,h1,h2,h3,h4,h5,h6,h7,h8,h9
Random,1.0,26.0,90.0,288.0,540.0,1062.0,3002.0,5107.0,25678.5,216000.0
InterleavedRandom,1.0,30.5,77.0,227.0,480.0,1446.0,2643.5,5442.0,20305.5,213621.5
InterleavedNewFirst,1.0,25.5,142.5,259.0,507.0,991.5,2436.0,5622.0,27079.5,220366.5
InterleavedOldFirst,1.0,27.5,138.5,280.5,559.0,1233.5,3605.0,5621.0,28196.0,210395.0
StochasticLinear,1.0,21.0,72.5,215.0,497.5,1064.0,2402.5,5200.0,25269.0,225269.0
StochasticSquare,1.0,26.5,100.0,267.5,558.5,1156.5,3588.5,5997.0,29005.5,219693.5
StochasticExponential,1.0,25.0,102.5,198.0,441.5,1115.0,2523.5,6167.5,33705.0,223694.5
