oracle,h0,h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,h11,h12
Random,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.6666666666666666,0.9666666666666667,1.0,1.0,1.0
InterleavedRandom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.6666666666666666,0.9,1.0,1.0,1.0
InterleavedNewFirst,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.6666666666666666,0.9,0.9666666666666667,0.9666666666666667,1.0
InterleavedOldFirst,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.5,0.8333333333333334,0.9666666666666667,1.0,1.0
StochasticLinear,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.5666666666666667,0.9333333333333333,0.9666666666666667,1.0,1.0
StochasticSquare,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.7333333333333333,0.9666666666666667,1.0,1.0,1.0
StochasticExponential,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.6666666666666666,0.9333333333333333,0.9666666666666667,1.0,1.0
