oracle,h0,h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,h11,h12
Random,315.1,765.5,2464.4333333333334,4701.333333333333,15920.0,39812.36666666667,71025.03333333334,123434.5,211161.03333333333,210086.13333333333,201600.0,200000.0,200000.0
InterleavedRandom,380.06666666666666,922.9333333333333,2390.6666666666665,6775.566666666667,17295.3,55907.166666666664,83647.7,146835.73333333334,289408.8,263537.6666666667,229298.33333333334,200000.0,200000.0
InterleavedNewFirst,485.6333333333333,1186.8,3453.866666666667,7911.466666666666,21363.533333333333,49299.433333333334,76968.03333333334,154442.96666666667,309218.93333333335,284716.7,234239.33333333334,207366.76666666666,214033.43333333332
InterleavedOldFirst,279.3666666666667,790.2,3092.8,7045.433333333333,22364.066666666666,56011.63333333333,77691.46666666666,177862.13333333333,281703.8,317939.3,267370.76666666666,214096.66666666666,200000.0
StochasticLinear,319.6333333333333,1501.0333333333333,4308.0,10157.9,25186.2,76850.0,125147.8,224672.8,316383.63333333336,324520.3,224638.2,215443.33333333334,200000.0
StochasticSquare,310.26666666666665,1267.2333333333333,3257.7,8159.633333333333,26073.866666666665,64751.23333333333,100940.23333333334,194997.5,315223.63333333336,269823.9,213123.96666666667,200000.0,200000.0
StochasticExponential,410.9,1313.2666666666667,2912.233333333333,6579.266666666666,20842.5,51235.63333333333,86288.43333333333,171524.46666666667,289606.6666666667,269293.6,216114.03333333333,214190.56666666668,200000.0
