oracle,h0,h1,h2,h3,h4,h5
Random,1.0615449167090512,2.227449313872119,4.289563974481594,8.237423957885824,12.226319587609323,21.35976448768251
InterleavedRandom,1.122462048309373,2.3024309920587553,4.445755238915895,7.2795968479904,12.531815242337288,18.709546940864648
InterleavedNewFirst,1.0472941228206267,2.082759487984821,3.710951581675806,8.629734259156779,13.269124466530265,19.078944367022977
InterleavedOldFirst,1.0472941228206267,2.296531978987291,4.189681197038685,7.176290280869225,12.592611472675788,18.020849407772523
StochasticLinear,1.0717734625362931,2.283223751049236,4.649617485074585,7.4941493657607605,12.321607524832327,19.22823002984372
StochasticSquare,1.0615449167090512,2.3114883375062254,4.421978657969673,8.017955084594526,12.745678497773984,18.0840745572496
StochasticExponential,1.122462048309373,2.2715218246804496,4.277761197536572,7.676520776852999,12.940033488206698,19.636778872816983
