oracle,h0,h1,h2,h3,h4,h5
Random,1.1,2.3,4.666666666666667,9.1,13.7,23.4
InterleavedRandom,1.1666666666666667,2.3666666666666667,4.7,7.7,13.766666666666667,20.166666666666668
InterleavedNewFirst,1.0666666666666667,2.1,3.8666666666666667,9.833333333333334,14.533333333333333,20.6
InterleavedOldFirst,1.0666666666666667,2.4,4.5,7.833333333333333,13.733333333333333,19.633333333333333
StochasticLinear,1.1333333333333333,2.4,5.066666666666666,8.0,13.4,20.766666666666666
StochasticSquare,1.1,2.3666666666666667,4.666666666666667,8.466666666666667,13.666666666666666,19.266666666666666
StochasticExponential,1.1666666666666667,2.3333333333333335,4.466666666666667,8.433333333333334,14.3,20.733333333333334
