oracle,h0,h1,h2,h3,h4,h5,h6,h7,h8,h9
Random,1.0,2.0,90.5,156.5,306.5,558.0,1107.0,18042.0,58169.0,216001.0
InterleavedRandom,1.0,2.0,69.0,165.0,247.0,635.0,1465.5,21547.0,83182.0,261430.5
InterleavedNewFirst,1.0,2.0,86.0,186.5,249.0,503.5,1119.0,27598.5,73048.5,245983.5
InterleavedOldFirst,1.0,2.0,45.5,154.5,283.5,481.0,1031.5,24208.0,84730.5,272130.5
StochasticLinear,1.0,2.0,52.0,145.5,299.0,420.5,2433.0,30971.0,166895.0,316911.0
StochasticSquare,1.0,2.0,64.5,160.5,333.5,609.5,1572.5,22698.5,85807.5,267379.0
StochasticExponential,1.0,2.0,60.0,112.5,204.5,386.5,1407.0,35782.0,119164.0,298916.5
