oracle,h0,h1,h2,h3,h4,h5,h6,h7,h8,h9
Random,1.0,2.05,68.4,175.55,288.8,554.1,1475.45,40964.3,113437.6,213297.75
InterleavedRandom,1.05,2.05,71.75,153.75,281.75,604.0,1721.3,27294.75,89981.7,241605.2
InterleavedNewFirst,1.0,2.05,105.45,166.1,367.15,606.8,1386.85,30535.95,122654.55,304420.15
InterleavedOldFirst,1.1,2.1,81.9,157.5,246.5,592.3,1193.6,30313.55,110514.25,288109.2
StochasticLinear,1.0,2.1,80.15,166.3,305.6,509.35,2464.5,38713.15,148455.4,344873.9
StochasticSquare,1.05,2.05,72.45,151.55,281.55,464.9,1594.25,33124.7,98028.05,292499.75
StochasticExponential,1.0,2.05,68.05,174.5,351.25,607.95,1665.9,31012.0,107622.1,297687.3
